1.392;193.8;-0.69;0.78;0.40;298.20
1.674;193.9;-0.79;1.11;0.44;298.12
1.955;223.1;0.10;1.40;0.45;298.06
2.398;233.1;0.73;1.50;0.43;297.98
1.972;238.2;0.71;1.08;0.41;297.69
2.543;238.7;1.10;1.56;0.37;297.73
2.388;236;0.89;1.45;0.41;297.72
1.932;240;0.75;1.08;0.46;297.71
1.81;228.1;0.32;1.05;0.46;297.70
1.99;219;0.07;1.42;0.35;297.61
2.076;242.2;0.95;1.05;0.41;297.42
2.077;241.5;0.91;1.12;0.42;297.45
2.302;229.7;0.59;1.57;0.44;297.63
2.732;235.7;1.11;1.78;0.46;297.51
2.951;234.6;1.16;2.00;0.40;297.27
2.435;220.6;0.28;1.67;0.45;297.13
2.851;231.1;0.89;1.95;0.49;296.78
3.403;239.3;1.78;2.13;0.32;296.74
2.387;255.1;1.52;0.93;0.39;296.72
1.916;260.3;1.25;0.45;0.47;296.64
1.983;253.1;1.09;0.78;0.47;296.72
3.358;245.5;1.99;1.91;0.34;296.75
2.638;243;1.38;1.44;0.44;296.72
1.478;249.9;0.56;0.41;0.45;296.76
0.795;252.7;-0.16;-0.28;0.47;296.90
0.975;238.1;0.03;0.20;0.51;296.96
0.51;238.2;-0.15;-0.18;0.52;296.97
0.597;202;-0.38;0.02;0.52;297.11
0.598;24.38;-0.51;-0.97;0.60;296.42
1.04;11.06;-0.40;-1.51;0.65;296.17
1.246;357.9;-0.03;-1.60;0.65;296.49
1.093;10.89;-0.22;-1.35;0.70;296.40
1.137;321.4;0.49;-1.12;0.56;296.69
1.111;265.9;0.44;-0.17;0.45;296.79
0.977;202.8;-0.48;0.39;0.48;296.52
0.523;227.5;-0.41;-0.09;0.55;296.50
0.385;225.3;-0.48;-0.27;0.53;296.66
0.485;248.8;-0.32;-0.25;0.46;296.79
0.502;265.9;-0.16;-0.32;0.50;296.79
0.396;279.1;-0.28;-0.32;0.52;296.81
0.52;0.994;-0.30;-0.71;0.50;296.79
0.583;359.9;-0.32;-0.79;0.56;296.94
0.789;349.9;-0.18;-1.00;0.57;297.10
0.712;325.1;-0.07;-0.75;0.52;297.52
0.986;285.3;0.33;-0.38;0.44;298.00
1.535;267.4;0.83;0.07;0.45;298.36
1.624;247.5;0.58;0.56;0.36;298.46
1.738;241.8;0.50;0.65;0.44;298.59
1.872;220.3;0.03;1.19;0.37;298.79
1.798;231.6;0.34;0.83;0.45;299.03
2.489;228.4;0.61;1.53;0.38;299.12
2.516;223.6;0.39;1.59;0.40;299.31
2.327;173.5;-1.61;1.37;0.50;299.53
2.425;227.1;0.36;1.54;0.40;299.31
1.665;203.4;-0.37;0.99;0.53;299.55
2.834;160.8;-2.41;1.68;0.55;299.77
3.016;155.7;-2.66;1.57;0.70;300.09
2.8;144.8;-2.70;1.04;0.71;300.50
2.756;154.6;-2.43;1.29;0.50;299.98
2.877;156.9;-2.52;1.50;0.65;300.36
2.704;153.4;-2.49;1.32;0.71;300.54
3.077;140.3;-3.03;1.02;0.67;300.37
3.255;151;-2.96;1.56;0.68;300.38
3.564;142.3;-3.41;1.29;0.62;300.37
3.611;147;-3.44;1.55;0.66;300.57
4.186;149.6;-3.80;2.17;0.64;300.37
4.693;125.9;-4.93;0.84;0.69;300.23
3.925;144.9;-3.80;1.79;0.57;300.36
4.058;144.6;-3.76;1.74;0.61;300.32
3.761;135.1;-3.86;1.02;0.58;300.43
4.22;128.3;-4.36;0.96;0.58;300.35
4.337;129.5;-4.51;0.97;0.59;300.50
4.779;113.1;-5.29;0.06;0.61;300.31
4.473;125.3;-4.74;0.75;0.58;300.48
4.578;136.1;-4.69;1.57;0.52;300.32
4.659;140.1;-4.69;1.81;0.46;300.53
4.563;134.6;-4.76;1.36;0.49;300.47
4.099;124.2;-4.35;0.64;0.62;300.81
5.193;124.5;-5.44;0.98;0.56;300.46
3.972;135.3;-4.04;1.26;0.58;300.90
4.359;130.3;-4.44;1.16;0.65;300.61
4.413;141.2;-4.42;1.80;0.56;300.60
4.625;132.8;-4.66;1.30;0.64;300.64
4.486;121.1;-4.69;0.50;0.72;300.78
4.827;131.5;-4.95;1.31;0.54;300.70
4.406;138.8;-4.35;1.63;0.69;300.72
4.459;125.3;-4.70;0.89;0.62;300.45
4.702;136.9;-4.78;1.70;0.50;300.46
4.381;127.6;-4.61;0.77;0.63;300.58
4.239;135.1;-4.33;1.27;0.53;300.67
4.072;127.9;-4.31;0.87;0.58;300.66
4.052;128.8;-4.26;0.91;0.56;300.57
3.507;123.2;-3.83;0.52;0.67;300.45
3.977;134.2;-4.19;1.16;0.52;300.34
4.444;139.8;-4.52;1.79;0.54;300.27
3.721;138.4;-3.83;1.31;0.65;300.26
3.87;142.8;-3.84;1.58;0.55;300.33
3.84;145;-3.67;1.71;0.59;300.37
3.869;148.1;-3.68;1.88;0.58;300.37
3.077;146.8;-2.93;1.29;0.63;300.39
2.635;166.1;-1.98;1.64;0.59;300.40
2.251;179.3;-1.36;1.56;0.61;300.41
3.015;175;-1.86;2.21;0.57;300.08
2.547;169;-1.77;1.62;0.58;300.31
2.664;190.7;-1.12;2.16;0.34;300.25
2.457;181.1;-1.39;1.70;0.57;300.38
2.515;186.2;-1.28;1.90;0.45;300.40
2.961;192;-1.11;2.48;0.34;300.10
2.663;185.3;-1.22;2.16;0.37;299.75
2.464;179.5;-1.44;1.85;0.53;299.59
2.682;180.2;-1.44;2.13;0.52;299.47
1.981;171.3;-1.56;1.21;0.57;299.43
2.284;178.8;-1.31;1.62;0.59;299.31
2.385;179.6;-1.46;1.78;0.55;299.28
1.543;175.1;-1.14;0.89;0.58;299.10
1.976;163.3;-1.69;1.09;0.56;299.08
2.508;157.5;-2.24;1.33;0.58;299.04
2.036;168.4;-1.63;1.23;0.52;298.95
1.988;179.8;-1.21;1.45;0.57;298.88
1.895;182.2;-1.16;1.38;0.53;298.90
1.972;182;-1.19;1.42;0.45;298.83
2.006;179.6;-1.24;1.34;0.45;298.61
2.304;182.9;-1.25;1.77;0.42;298.62
2.328;180.4;-1.31;1.75;0.47;298.64
1.813;183.6;-1.01;1.23;0.48;298.79
1.485;207.2;-0.45;0.94;0.43;298.59
1.475;206.2;-0.50;0.96;0.43;298.51
1.158;213.2;-0.39;0.64;0.46;298.34
1.518;213;-0.29;1.06;0.47;298.56
1.337;211.8;-0.36;0.81;0.49;298.53
1.094;209.7;-0.47;0.27;0.59;298.48
0.837;235.9;-0.19;0.08;0.42;298.41
1.132;201.8;-0.54;0.66;0.50;298.55
0.931;210.7;-0.37;0.18;0.53;298.41
0.712;189.7;-0.63;0.14;0.52;298.39
0.627;180.9;-0.72;0.04;0.51;298.67
0.591;185.1;-0.74;-0.01;0.51;298.74
0.645;195.7;-0.64;0.07;0.49;298.55
0.766;213.5;-0.48;0.22;0.45;298.67
0.909;219;-0.26;0.39;0.49;298.48
1.082;226.7;-0.18;0.50;0.42;298.61
1.465;234.3;0.30;0.77;0.50;298.22
1.123;228;0.00;0.55;0.49;298.08
1.507;234.5;0.32;0.90;0.51;298.21
1.302;235.5;0.28;0.59;0.43;298.03
1.499;232.2;0.35;0.86;0.53;298.07
1.173;240.7;0.33;0.49;0.53;297.77
1.434;236.6;0.36;0.81;0.52;297.76
1.322;235.4;0.32;0.64;0.48;297.85
1.568;237.9;0.55;0.86;0.46;297.71
1.697;249.8;0.79;0.66;0.42;297.77
1.655;264.5;1.11;0.27;0.42;297.75
1.752;256.8;1.13;0.43;0.40;297.74
1.317;260.8;0.74;0.14;0.45;297.49
1.547;259.8;0.94;0.31;0.43;297.50
1.602;263;1.06;0.24;0.43;297.66
1.366;262;0.77;0.11;0.45;297.54
1.056;223.9;-0.06;0.22;0.48;297.44
0.744;343.2;-0.36;-0.59;0.48;297.16
0.882;12.65;-0.30;-1.20;0.59;297.06
0.9;265.2;0.32;-0.10;0.48;297.32
1.623;274.1;1.12;-0.09;0.48;297.43
1.754;270.6;1.27;0.09;0.42;297.31
1.863;286.8;1.36;-0.38;0.40;297.00
2.102;286.8;1.71;-0.36;0.35;296.64
1.693;281.7;1.22;-0.29;0.46;296.41
1.698;268.5;1.16;-0.02;0.46;296.35
1.126;280.8;0.58;-0.35;0.47;296.22
1.465;40.39;-0.97;-1.63;0.81;296.13
1.419;348.1;0.27;-1.66;0.76;296.24
0.554;276.1;-0.32;-0.46;0.57;296.31
0.746;26.38;-0.61;-1.05;0.63;296.26
1.623;340.3;0.52;-1.76;0.73;296.37
1.464;330.7;0.52;-1.53;0.63;296.38
1.444;318.8;0.97;-1.31;0.48;296.41
1.054;340.4;0.19;-1.15;0.55;296.50
1.13;65.27;-1.24;-1.26;0.63;296.08
1.161;22.57;-0.63;-1.64;0.61;295.70
1.17;335.1;0.12;-1.35;0.49;295.94
1.604;279.2;1.08;-0.23;0.40;295.77
1.865;268.5;1.32;0.10;0.38;295.56
1.591;245.3;0.63;0.50;0.49;295.52
0.463;179.5;-0.47;-0.26;0.51;295.58
0.923;302.7;0.37;-0.69;0.47;295.63
0.873;304.1;0.29;-0.66;0.49;295.75
0.699;357.9;-0.31;-0.92;0.59;295.87
0.739;5.347;-0.40;-1.05;0.59;296.03
1.425;3.021;-0.17;-1.83;0.63;296.13
1.304;2.004;-0.14;-1.69;0.64;296.47
0.871;23.96;-0.60;-1.29;0.66;297.01
0.697;231.4;-0.26;-0.12;0.52;297.48
0.899;213.2;-0.30;0.24;0.48;297.31
0.87;267.4;0.12;-0.16;0.56;297.71
1.384;292.4;0.77;-0.61;0.54;297.63
1.417;266.9;0.68;0.00;0.48;297.82
1.466;288;0.73;-0.44;0.52;298.14
1.435;288.7;0.51;-0.43;0.53;298.38
1.278;306.9;0.50;-0.82;0.48;298.49
1.044;315.4;0.10;-0.85;0.82;299.46
1.567;350;0.27;-1.75;0.97;299.25
1.423;330;0.43;-1.35;0.75;299.65
1.095;322.2;0.34;-0.94;0.60;299.82
0.785;51.47;-0.59;-0.69;0.90;301.20
1.286;234.8;-0.05;0.24;0.67;300.82
1.325;2.014;-0.33;-1.03;0.63;300.47
1.488;53.57;-1.14;-1.39;0.87;300.70
1.942;333.3;0.62;-1.71;0.76;300.69
1.342;10.89;-0.22;-1.51;0.84;301.38
1.747;33.01;-1.00;-1.99;0.59;300.78
1.242;54.02;-1.09;-1.17;0.61;301.35
1.974;143;-1.82;0.46;0.72;301.49
3.398;161.5;-2.72;2.10;0.68;300.96
2.927;152.6;-2.64;1.45;0.60;301.49
3.068;155.9;-2.64;1.65;0.72;301.53
3.216;149.1;-2.97;1.50;0.68;301.35
3.491;149.4;-3.06;1.59;0.73;301.39
3.204;150.5;-2.92;1.52;0.75;301.50
3.983;143.3;-3.78;1.60;0.73;301.38
3.64;147.3;-3.43;1.75;0.69;301.45
3.818;146.9;-3.68;1.62;0.58;301.47
3.977;136.7;-3.93;1.29;0.67;301.44
3.197;116.9;-3.50;0.04;0.76;301.47
3.77;126.1;-4.03;0.62;0.61;301.19
3.849;133.7;-3.79;1.03;0.63;301.28
3.512;124.5;-3.58;0.45;0.82;301.58
3.829;133.1;-3.83;1.03;0.76;301.14
4.09;139.2;-4.16;1.46;0.51;301.07
4.025;124.5;-4.29;0.60;0.64;301.28
3.738;126.1;-3.98;0.59;0.64;301.07
4.125;130.4;-4.33;1.04;0.50;301.04
3.594;110.8;-3.93;-0.13;0.80;301.43
3.707;139.3;-3.73;1.31;0.58;301.33
3.721;133.4;-3.84;0.94;0.56;301.26
3.837;123.3;-4.24;0.40;0.49;301.20
3.408;130.3;-3.50;0.72;0.65;301.51
3.177;142.8;-3.17;1.21;0.61;301.60
3.085;148;-2.84;1.37;0.73;301.50
3.14;150.8;-2.83;1.46;0.80;301.16
4.297;144.4;-4.19;1.91;0.51;300.94
3.969;139.9;-4.08;1.46;0.59;300.98
3.688;131.3;-3.90;0.87;0.53;301.08
3.599;146.7;-3.42;1.60;0.67;301.05
4.135;156.5;-3.53;2.41;0.71;300.72
3.939;149.6;-3.59;2.01;0.67;300.70
3.163;141.2;-3.15;1.17;0.65;300.72
4.127;145.2;-4.05;1.87;0.49;300.46
4.227;143.7;-4.14;1.82;0.57;300.56
3.691;143.3;-3.68;1.52;0.67;300.61
3.828;142.2;-3.79;1.50;0.55;300.66
3.382;139.7;-3.42;1.16;0.64;300.64
3.98;143.2;-4.04;1.65;0.45;300.18
3.874;141.7;-3.92;1.68;0.50;300.13
3.52;144.5;-3.54;1.43;0.61;300.39
2.899;142.7;-3.01;1.01;0.56;300.31
2.688;142.7;-2.84;0.88;0.60;300.08
2.626;137;-2.91;0.64;0.62;300.00
2.429;138.7;-2.63;0.70;0.60;299.97
2.438;143.3;-2.64;0.78;0.61;299.88
2.122;148.4;-2.23;0.80;0.57;299.60
1.81;164.3;-1.67;0.98;0.55;299.38
1.377;166.7;-1.32;0.62;0.53;299.37
1.346;169.7;-1.25;0.69;0.53;299.25
1.853;168.1;-1.45;1.19;0.54;298.90
2.116;172.1;-1.53;1.51;0.50;298.70
2.138;176.4;-1.34;1.59;0.54;298.60
2.248;177.2;-1.42;1.69;0.48;298.90
1.927;174.7;-1.42;1.28;0.52;299.07
1.375;178.4;-1.12;0.73;0.55;298.92
1.244;186.6;-1.01;0.67;0.51;298.78
1.906;176.4;-1.40;1.24;0.50;298.56
1.308;196.7;-0.74;0.78;0.52;297.94
1.733;190.2;-0.92;1.18;0.51;297.98
2.054;179.8;-1.32;1.52;0.44;298.04
1.919;176.2;-1.41;1.31;0.51;298.43
1.681;178.7;-1.14;1.08;0.48;298.42
1.027;170.4;-1.05;0.40;0.56;298.32
0.887;240.3;-0.12;0.10;0.47;298.06
1.191;244.1;0.39;0.36;0.42;298.12
1.071;236.2;0.05;0.40;0.44;298.26
0.746;229.2;-0.09;0.03;0.46;298.18
0.89;243.3;0.17;0.09;0.47;298.10
0.788;211.7;-0.07;0.20;0.46;297.04
0.898;220.5;0.04;0.36;0.47;297.31
0.87;202.8;-0.20;0.34;0.49;297.35
0.879;186.7;-0.56;0.37;0.47;297.31
0.816;193.1;-0.53;0.29;0.49;297.28
0.605;215.5;-0.44;0.02;0.47;297.37
0.286;269.5;-0.39;-0.40;0.51;296.46
0.544;353;-0.28;-0.82;0.52;295.67
1.331;359.9;-0.05;-1.69;0.51;295.77
1.253;345.3;0.14;-1.68;0.55;295.87
1.194;0.026;0.17;-1.54;0.57;295.86
1.582;309.8;0.95;-0.88;0.48;296.19
2.279;276.3;1.91;-0.05;0.40;296.72
2.202;275.7;1.75;0.01;0.29;297.01
1.931;254.5;1.21;0.66;0.41;296.96
2.103;264.8;1.58;0.34;0.41;296.69
1.815;246.6;1.03;0.75;0.48;296.15
1.897;258.1;1.32;0.51;0.40;296.26
1.805;267.5;1.27;0.14;0.38;296.25
1.821;274.3;1.34;-0.04;0.37;295.88
1.7;292.8;1.20;-0.62;0.32;295.96
1.372;291.3;0.91;-0.53;0.42;296.03
1.585;283.2;1.13;-0.38;0.38;295.82
2.061;279.8;1.69;-0.20;0.38;295.77
1.691;270.2;1.26;-0.01;0.39;295.78
1.598;275.6;1.16;-0.06;0.44;295.66
1.121;266.5;0.49;-0.17;0.44;295.28
1.033;228.4;0.16;0.32;0.46;295.28
1.181;227.8;0.11;0.64;0.41;295.63
0.861;237.1;0.13;0.31;0.51;295.18
1.216;246.3;0.55;0.33;0.45;295.19
1.414;239.3;0.66;0.56;0.46;294.85
1.256;243.3;0.55;0.45;0.51;294.76
0.956;278.1;0.38;-0.13;0.42;294.76
1.309;244.7;0.54;0.45;0.40;295.24
1.492;228.3;0.30;0.87;0.40;295.31
1.734;240.5;0.68;0.81;0.37;295.40
1.892;244.9;1.01;0.91;0.41;295.05
1.727;248.6;0.98;0.62;0.42;294.83
1.587;245.4;0.81;0.57;0.40;294.66
1.689;256.4;1.10;0.32;0.43;294.81
1.5;246.8;0.82;0.43;0.44;294.57
1.741;258.8;1.07;0.40;0.37;294.85
1.649;258.9;1.04;0.27;0.41;294.73
1.989;269.7;1.45;0.15;0.38;294.96
1.58;273;1.14;-0.11;0.41;294.73
1.876;270.4;1.36;0.12;0.40;294.69
1.526;270.3;1.00;0.08;0.42;294.74
1.673;275;1.21;-0.07;0.40;294.77
1.5;266.9;0.90;0.08;0.45;294.94
2.054;259.2;1.33;0.61;0.42;295.09
1.807;275.1;1.27;0.01;0.38;295.38
1.251;269.2;0.55;-0.19;0.50;295.75
1.473;276.3;0.89;-0.11;0.45;295.91
1.015;307.3;0.35;-0.78;0.65;296.34
1.261;308.7;0.52;-0.84;0.61;296.63
1.448;320.8;0.80;-1.21;0.65;296.63
1.142;309.2;0.48;-0.80;0.53;297.17
1.248;304.7;0.57;-0.85;0.54;297.66
1.493;333.6;0.57;-1.47;0.66;297.90
1.827;351.1;0.38;-2.01;0.90;298.53
0.993;333.7;0.02;-0.93;0.70;299.29
1.151;314.9;0.35;-0.95;0.52;299.52
1.334;233.3;-0.13;0.22;0.55;300.55
2.409;224;0.33;1.55;0.41;300.49
1.843;219.8;0.07;1.04;0.55;300.80
2.25;206.5;-0.32;1.64;0.51;300.37
2.77;220.4;0.28;2.07;0.37;300.30
2.119;203.9;-0.50;1.40;0.42;300.44
2.359;200.8;-0.58;1.74;0.30;300.67
3.246;178.6;-1.87;2.37;0.60;300.88
3.804;171.7;-2.39;2.80;0.73;300.94
4.152;173.5;-2.46;3.26;0.78;300.56
4.862;177.1;-2.62;3.92;0.69;300.25
4.505;174.8;-2.71;3.56;0.78;299.90
4.785;177.9;-2.46;3.99;0.60;299.67
4.132;183;-1.82;3.43;0.43;299.82
2.777;198.2;-0.72;2.25;0.37;300.02
2.87;186.1;-1.18;2.14;0.63;300.24
4.146;184.3;-1.89;3.49;0.46;299.96
3.096;195.1;-0.82;2.54;0.62;299.95
3.324;195.7;-0.79;2.76;0.31;300.78
3.445;188.2;-1.36;2.88;0.67;300.88
3.509;188.5;-1.35;2.94;0.47;300.09
3.391;183.3;-1.61;2.71;0.69;300.47
3.213;195.6;-0.92;2.68;0.36;299.77
4.18;184.4;-1.80;3.56;0.39;300.23
4.786;181.9;-2.20;4.10;0.58;300.25
4.755;177.4;-2.64;4.05;0.54;300.29
3.629;185.7;-1.60;2.93;0.43;300.19
3.501;190.5;-1.12;2.81;0.55;300.17
4.414;177;-2.36;3.54;0.70;299.94
3.761;181.5;-1.98;3.10;0.62;300.04
4.254;175.2;-2.54;3.35;0.65;300.16
4.393;175.9;-2.37;3.62;0.53;300.43
4.959;167;-3.26;3.66;0.58;300.68
3.953;171.8;-2.47;2.94;0.74;300.75
3.56;188.6;-1.48;2.91;0.59;300.76
4.531;177.9;-2.38;3.54;0.67;300.53
3.991;157.1;-3.31;2.35;0.62;300.44
3.695;175.8;-1.85;2.46;0.56;300.53
4.025;182.3;-1.88;3.03;0.31;300.58
3.836;170.2;-2.49;2.58;0.62;300.61
3.707;168.8;-2.58;2.61;0.67;300.69
5.1;172.5;-2.88;4.02;0.79;300.61
5.702;174.8;-3.09;4.76;0.66;300.49
5.086;165.5;-3.38;3.62;0.88;300.42
5.598;170.4;-3.38;4.49;0.83;300.16
5.977;165.3;-4.16;4.39;0.88;299.97
6.095;175.9;-3.29;5.19;0.69;299.63
4.619;171.3;-3.02;3.49;0.63;299.63
5.269;176.4;-2.94;4.39;0.83;299.70
5.485;170.5;-3.55;4.26;0.78;299.58
4.905;174.7;-2.80;4.02;0.65;299.45
4.217;174.3;-2.46;3.43;0.60;299.26
3.862;164.1;-2.87;2.53;0.78;299.21
3.773;161;-2.99;2.38;0.82;299.12
3.823;168.6;-2.61;2.77;0.72;298.89
4.447;160.9;-3.40;2.84;0.78;298.78
4.315;159;-3.56;2.78;0.78;298.78
3.846;161.3;-3.13;2.49;0.78;298.87
4.738;158.4;-3.98;3.02;0.80;298.95
4.124;169;-2.83;3.07;0.70;299.05
3.456;165.6;-2.60;2.36;0.55;299.11
3.314;165.2;-2.42;2.26;0.68;299.05
3.353;172.7;-2.18;2.53;0.66;298.99
2.94;176.1;-1.78;2.22;0.49;298.92
3.134;169.9;-2.16;2.25;0.70;298.89
3.34;169.8;-2.32;2.42;0.67;298.94
3.382;170.7;-2.11;2.53;0.71;299.01
3.941;169.3;-2.61;2.97;0.53;299.09
2.34;164.6;-1.91;1.31;0.65;299.00
3.527;171.9;-2.26;2.65;0.51;299.05
3.644;168.9;-2.42;2.50;0.60;299.10
3.135;176.3;-1.79;2.24;0.65;299.01
2.439;182.2;-1.33;1.79;0.48;299.00
1.928;179.1;-1.26;1.35;0.50;298.88
2.811;181.7;-1.46;2.25;0.49;298.93
3.516;177.4;-1.87;2.77;0.50;298.90
2.216;183.4;-1.10;1.60;0.62;298.72
2.112;187.3;-0.96;1.58;0.37;298.65
2.365;199.1;-0.63;1.88;0.36;298.62
2.249;186.3;-1.03;1.69;0.50;298.63
1.6;227.7;0.06;1.05;0.44;298.55
1.322;226.2;-0.02;0.76;0.39;298.41
1.37;215.6;-0.17;0.83;0.45;298.26
2.446;227.4;0.67;1.69;0.45;297.54
1.483;210.8;-0.20;0.83;0.52;296.88
1.892;233.6;0.54;1.26;0.51;296.81
1.982;224.3;0.32;1.28;0.47;296.72
2.291;225.9;0.37;1.59;0.45;296.80
1.936;211.6;-0.11;1.38;0.44;296.86
2.456;228.7;0.52;1.86;0.32;297.19
2.954;210.1;-0.02;2.36;0.23;297.13
2.657;198.8;-0.77;2.13;0.44;297.25
1.826;217.2;0.02;1.13;0.39;297.09
1.433;202.8;-0.48;0.84;0.47;297.45
1.112;241.5;0.17;0.29;0.46;296.95
1.797;247.6;0.90;0.73;0.41;296.76
2.186;238.3;0.86;1.23;0.34;297.01
1.196;237.8;0.29;0.48;0.48;296.99
1.613;249.8;0.68;0.57;0.32;297.14
1.904;260.3;1.19;0.47;0.35;296.94
1.451;245;0.57;0.43;0.59;296.51
1.372;239.8;0.45;0.45;0.48;296.67
1.557;241.1;0.58;0.65;0.42;296.77
1.658;245.5;0.77;0.63;0.45;296.82
1.704;247.1;0.88;0.73;0.49;296.82
2.338;242.1;1.10;1.34;0.36;297.03
1.671;245.8;0.74;0.70;0.40;296.83
2.672;240;1.19;1.79;0.33;296.99
1.798;228.8;0.28;1.17;0.39;296.91
1.395;223.4;0.00;0.72;0.45;296.99
0.996;169.3;-0.60;0.05;0.53;296.69
1.379;222.1;-0.04;0.87;0.44;296.90
1.239;240.1;0.33;0.44;0.39;296.88
1.43;238.1;0.28;0.68;0.38;297.06
1.366;248.4;0.42;0.43;0.38;297.23
1.81;234.2;0.46;0.99;0.40;296.99
1.448;226;0.04;0.75;0.41;296.67
1.757;232.1;0.44;1.08;0.41;296.64
1.895;236.4;0.62;1.13;0.46;296.62
1.893;244.4;0.79;0.90;0.38;296.45
1.291;251;0.50;0.35;0.40;296.15
1.652;270.5;1.17;0.14;0.35;296.33
1.227;246.2;0.41;0.36;0.37;296.31
1.397;249.3;0.49;0.46;0.36;296.35
1.269;255.1;0.50;0.19;0.38;296.33
0.728;249.1;-0.01;-0.08;0.43;296.21
0.581;12.75;-0.45;-0.59;0.51;295.35
0.691;32.82;-0.62;-0.88;0.50;295.41
0.713;30.36;-0.71;-0.90;0.52;295.54
0.675;267.9;-0.28;-0.31;0.45;296.59
0.548;7.196;-0.30;-0.62;0.53;296.83
1.228;39.73;-0.86;-1.58;0.68;296.65
0.782;3.148;-0.36;-0.76;0.48;297.09
0.793;250.5;-0.13;-0.07;0.46;297.25
1.441;236.4;0.16;0.66;0.47;297.71
1.8;233.6;0.42;0.94;0.43;297.86
2.306;217.6;0.15;1.59;0.52;298.17
2.173;206.8;-0.29;1.58;0.40;298.19
