Nivel de qualidade,Data,Hora UTC,Incerteza UTC,Lat,Lon,Incerteza Local ,Município ,Estado,Fenomeno,Itensidade,Informativo
1,20220623,25,10,-272.957,-514.822,0.1,Erval Velho,SC,TOR,0.0,Horário estimado por radar. Danos em estruturas de fazenda. Observado por satélite ambiental. http://culturacamposnovos.com.br/noticias/meio-ambiente-e-clima/23-06-2022/erval-velho-vai-decretar-situao-de-emergncia-em-razo-dos-estragos-causados-pelo-vendaval
1,20220623,25,10,-272.959,-514.747,0.1,Erval Velho,SC,TOR,0.0,"Horário estimado por radar. Mata totalmente decepada. Observado por satélite ambiental. Quedas de árvores, destelhamento e colapso de chiqueirões na comunidade Linha Gramado. https://www.canalideal.com.br/noticia/defesa-civil-avalia-ocorrencia-de-microexplosaeo-ou-tornado-em-erval-velho-no-meio-oeste, https://ndmais.com.br/noticias/moradores-ainda-contabilizam-prejuizos-devido-ao-temporal-de-quarta-feira-em-erval-velho/, http://culturacamposnovos.com.br/noticias/meio-ambiente-e-clima/23-06-2022/erval-velho-vai-decretar-situao-de-emergncia-em-razo-dos-estragos-causados-pelo-vendaval"
1,20220623,25,10,-272.964,-514.697,0.2,Erval Velho,SC,TOR,0.0,"Horário estimado por radar. Galpão destruído e arvores decepadas. Observado por satélite ambiental. Quedas de árvores, destelhamento e colapso de chiqueirões na comunidade Linha Gramado. https://www.canalideal.com.br/noticia/defesa-civil-avalia-ocorrencia-de-microexplosaeo-ou-tornado-em-erval-velho-no-meio-oeste, https://ndmais.com.br/noticias/moradores-ainda-contabilizam-prejuizos-devido-ao-temporal-de-quarta-feira-em-erval-velho/, http://culturacamposnovos.com.br/noticias/meio-ambiente-e-clima/23-06-2022/erval-velho-vai-decretar-situao-de-emergncia-em-razo-dos-estragos-causados-pelo-vendaval"
1,20220623,25,10,-272.987,-514.664,0.2,Erval Velho,SC,TOR,0.0,"Horário estimado por radar. Danos em estruturas de fazenda. Observado por satélite ambiental. Quedas de árvores, destelhamento e colapso de chiqueirões na comunidade Linha Gramado. https://www.canalideal.com.br/noticia/defesa-civil-avalia-ocorrencia-de-microexplosaeo-ou-tornado-em-erval-velho-no-meio-oeste, https://ndmais.com.br/noticias/moradores-ainda-contabilizam-prejuizos-devido-ao-temporal-de-quarta-feira-em-erval-velho/, http://culturacamposnovos.com.br/noticias/meio-ambiente-e-clima/23-06-2022/erval-velho-vai-decretar-situao-de-emergncia-em-razo-dos-estragos-causados-pelo-vendaval"
1,20220623,25,10,-273.013,-514.598,0.2,Erval Velho,SC,TOR,0.0,"Horário estimado por radar. Galpão parcialmente destruídos, um deles colapsado. Observado por satélite ambiental. http://culturacamposnovos.com.br/noticias/meio-ambiente-e-clima/23-06-2022/erval-velho-vai-decretar-situao-de-emergncia-em-razo-dos-estragos-causados-pelo-vendaval"
1,20220623,30,10,-273.021,-514.548,0.2,Erval Velho,SC,TOR,0.0,Horário estimado por radar. Mata nativa com árvores derrubadas e/ou decepedas. Observado por satélite ambiental. http://culturacamposnovos.com.br/noticias/meio-ambiente-e-clima/23-06-2022/erval-velho-vai-decretar-situao-de-emergncia-em-razo-dos-estragos-causados-pelo-vendaval
1,20220623,30,10,-273.029,-514.388,0.3,Erval Velho,SC,TOR,0.0,"Horário estimado por radar. Mata nativa com árvores derrubadas e/ou decepedas. Observado por satélite ambiental. Quedas de árvores, destelhamento e colpaso de chiqueirões na comunidade Floresta. https://minhaaguadoce.com.br/temporal-causa-destruicao-no-interior-de-erval-velho/, http://culturacamposnovos.com.br/noticias/meio-ambiente-e-clima/23-06-2022/erval-velho-vai-decretar-situao-de-emergncia-em-razo-dos-estragos-causados-pelo-vendaval, https://ndmais.com.br/noticias/moradores-ainda-contabilizam-prejuizos-devido-ao-temporal-de-quarta-feira-em-erval-velho/"
1,20230112,1605,15,-267.685,-503.512,3,Santa Cecília,SC,TOR,0.0,"Horário estimado por radar. Tornado filmado provocando destelhamento na localidade de Campo do Areão. https://www.jdv.com.br/videos-tornado-em-santa-cecilia/, https://www.instagram.com/reel/CnZuxu0N6BX/?igshid=NTdlMDg3MTY=, https://www.instagram.com/reel/CnakAkzPy5X/?igshid=MDJmNzVkMjY%3D, https://clicrdc.com.br/categoria-geral/video-dois-tornados-atingiram-cidades-de-sc-nesta-semana/"
1,20230113,2000,15,-286.672,-491.096,3,Sangão,SC,TOR,0.0,"Horário estimado por radar. Tornado filmado localidade de Morro Grande. Caminhão virado, árvores decepadas e galpões destelhados. Destelhamento de 20 casas do bairro Morro do Meio. https://www.instagram.com/reel/CnXy8Umq5eM/?igshid=YmMyMTA2M2Y=, https://scc10.com.br/cotidiano/tempo/ventos-de-70-km-h-destroem-ginasio-e-causam-estragos-em-sc-veja-imagens/, https://www.instagram.com/p/Cnb30esukzg/?igshid=NTdlMDg3MTY=, https://www.instagram.com/reel/CnXte4eDZl7/?igshid=NTdlMDg3MTY=, https://scc10.com.br/cotidiano/tempo/impressionante-nuvem-funil-se-forma-no-litoral-de-sc-veja-o-video/, https://ndmais.com.br/tempo/defesa-civil-confirma-passagem-de-tornado-por-sangao-com-ventos-de-mais-de-90-km-h/, https://hcnoticias.com.br/geral/59204/possivel-tornado-que-atingiu-sangao-danificou-pelo-menos-20-casas, https://abreolhonoticias.com.br/sul-de-santa-catarina-e-atingida-por-um-tornado-e-causa-prejuizo/, https://www.nativanews.com.br/brasil/id-1036558/tornado_de_180km_h_assusta_moradores_em_santa_catarina, https://ndmais.com.br/tempo/passagem-de-tornado-deixa-rastro-de-destruicao-em-sangao-e-jaguaruna/, https://folharegionalwebtv.com/geral/video_prefeitura_declara_perda_total_de_ginasio_atingido_por_tempestade_em_sangao__.374926"
1,20230113,2005,15,-286.494,-490.545,3,Jaguaruna,SC,TOR,0.0,"Horário estimado por radar. Danos no prédio da policia e quedas de árvores na estrada do aeroporto. https://ndmais.com.br/tempo/postes-derrubados-e-ginasio-arruinado-veja-em-imagens-os-estragos-provocados-por-tornado-em-sc/, https://portalvoxnet.com.br/tornado-defesa-civil-confirma-passagem-de-tornado-em-municipios-de-sc/, https://ndmais.com.br/tempo/passagem-de-tornado-deixa-rastro-de-destruicao-em-sangao-e-jaguaruna/"
2,20230303,1935,15,-262.216,-492.561,0.2,Campo Alegre,SC,TOR,0.0,"Horário estimado por radar. Mata de pinheiros e araucárias decepados. Rastro bem estreito observado por satélite ambiental. Mais de 100 árvores derrubadas e decepadas na Estrada do Manso, próxima ao centro da cidade. https://ndmais.com.br/tempo/microexplosao-mais-de-cem-arvores-foram-arrancadas-em-campo-alegre/, https://scc10.com.br/cotidiano/tempo/defesa-civil-confirma-tornado-em-cidade-catarinense-imagens-impressionam/, https://ndmais.com.br/tempo/apos-cenario-de-destruicao-defesa-civil-confirma-que-tornado-passou-por-campo-alegre/, https://g1.globo.com/sc/santa-catarina/noticia/2023/03/07/foto-mostra-tornado-com-rajadas-de-100-kmh-que-arrancou-arvores-pela-raiz-em-sc.ghtml, https://www.youtube.com/shorts/QJeii3KndLs, https://scc10.com.br/cotidiano/tempo/defesa-civil-confirma-tornado-em-cidade-catarinense-imagens-impressionam/, https://portalsaobentonoticias.com.br/noticia/2353/tornado-atingiu-campo-alegre-na-ultima-sexta-feira.html, https://ndmais.com.br/noticias/temporal-arranca-arvores-e-deixa-estragos-em-campo-alegre/, https://ndmais.com.br/noticias/campo-alegre-defesa-civil-confirma-passagem-de-tornado-ventos-chegaram-a-100-km-h/"
2,20230303,1935,15,-262.034,-492.779,0.1,Campo Alegre,SC,TOR,0.0,Horário estimado por radar. Árvores derrubadas. Observação por satélite ambiental.
2,20230303,1935,15,-262.078,-492.759,0.1,Campo Alegre,SC,TOR,0.0,Horário estimado por radar. Árvores derrubadas. Observação por satélite ambiental.
2,20230303,1935,15,-262.153,-492.701,0.5,Campo Alegre,SC,TOR,0.0,Horário estimado por radar. Matas decepadas. Observação por satélite ambiental.
2,20230303,1935,15,-262.200,-492.619,0.5,Campo Alegre,SC,TOR,0.0,Horário estimado por radar. Matas decepadas. Observação por satélite ambiental.
2,20230303,1935,15,-262.226,-492.477,0.2,Campo Alegre,SC,TOR,0.0,Horário estimado por radar. Matas decepadas. Observação por satélite ambiental.
1,20230904,135,15,-268.191,-505.132,0.1,Lebon Régis,SC,TOR,0.0,Horário estimado por radar. Danos em vegetação. Observado por satélite ambiental.
1,20230904,135,15,-268.208,-505.078,0.2,Lebon Régis,SC,TOR,0.0,Horário estimado por radar. Capão de mata com 3 ha de área nativa totalmente decepado. o centro da área com dano mais significativo tem 150 m de largura.Observado por satélite ambiental.
1,20230904,135,15,-268.224,-505.039,0.1,Lebon Régis,SC,TOR,0.0,Horário estimado por radar. Rastro bem estreito de árvores totalmente decepadas. Observado por satélite ambiental.
1,20230904,135,15,-268.242,-505.002,0.1,Santa Cecília,SC,TOR,0.0,Horário estimado por radar. Rastro bem estreito de árvores totalmente decepadas. Observado por satélite ambiental.
1,20230904,135,15,-268.253,-504.973,0.1,Santa Cecília,SC,TOR,0.0,Horário estimado por radar. Rastro bem estreito de árvores totalmente decepadas. Observado por satélite ambiental.
1,20230904,135,15,-268.273,-504.943,0.15,Santa Cecília,SC,TOR,0.0,Horário estimado por radar. Capão de eucalipto com 3.3 ha de área totalmente devastado. Observado por satelite ambiental.
1,20230904,135,15,-268.292,-504.899,0.1,Santa Cecília,SC,TOR,0.0,Horário estimado por radar. Rastro bem estreito de árvores totalmente decepadas. Observado por satélite ambiental.
1,20230904,135,15,-268.311,-504.865,0.1,Santa Cecília,SC,TOR,0.0,Horário estimado por radar. Rastro bem estreito de árvores totalmente decepadas. Observado por satélite ambiental.
1,20230904,140,15,-268.332,-504.823,0.2,Santa Cecília,SC,TOR,0.0,Horário estimado por radar. Rastro bem estreito de árvores totalmente decepadas. Observado por satélite ambiental.
1,20230904,140,15,-268.368,-504.763,0.2,Santa Cecília,SC,TOR,0.0,Horário estimado por radar. Rastro bem estreito de árvores totalmente decepadas. Observado por satélite ambiental. https://www.defesacivil.sc.gov.br/noticia-destaque/defesa-civil-de-santa-catarina-confirma-tornado-em-santa-cecilia/
1,20230904,140,15,-268.402,-504.724,0.2,Santa Cecília,SC,TOR,0.0,"Horário estimado por radar. Rastro bem estreito de árvores totalmente decepadas. Matas totalmente decepadas na comunidade de Anta M.orta. Casa destelhada. Observado por satélite ambiental. https://www.defesacivil.sc.gov.br/noticia-destaque/defesa-civil-de-santa-catarina-confirma-tornado-em-santa-cecilia/, https://www.oestemais.com/clima/2023/09/05/defesa-civil-confirma-passagem-de-tornado-em-sc/, https://www.nsctotal.com.br/noticias/fotos-tornado-arranca-telhados-arvores-e-derruba-paredes-de-casas-em-sc, https://canoinhasonline.com.br/2023/09/tornado-atinge-zona-rural-do-municipio-de-santa-cecilia-diz-defesa-civil.html, https://ndmais.com.br/tempo/tornado-destroi-plantacao-de-pinus-e-eucaliptos-em-sc-diz-meteorologista/?fbclid=IwAR3XV4tqkd9L0eXSdNT_MXLFw3xP5CctEvf2NA74Z1F_TneUpo9wsqkIuSs, https://fb.watch/mSdSG0Q7Ut/, https://www.facebook.com/noticiaspapanduva/posts/pfbid02xND6HxANKgnLrwcHbsYfB1LKMKrrSbdoUXSpmpLsMfNp7UbYRukxu1SHkPHqjG8Dl, https://scc10.com.br/cotidiano/tempo/tornado-pode-ter-causado-destruicao-em-cidade-de-santa-catarina-veja-imagens/?fbclid=IwAR2JbhspPHzop9oHE8eJkxSklQJoYUXhVSNzaiqcvQq022hKK79koxh-L0I, https://www.facebook.com/nossasnoticias/posts/pfbid02kvRuc8tBh7vyPG57LFv3W2qeNT3K3SmR5EaUNt9ih6Ab2yHvgUpxN6GD4YecuHdGl, https://jornalfloripa.com.br/emcimadahora/materia/65941, https://ndmais.com.br/tempo/tornado-destroi-plantacao-de-pinus-e-eucaliptos-em-sc-diz-meteorologista/, https://visornoticias.com.br/defesa-civil-confirma-tornado-em-sc-e-calcula-estragos-em-casas-e-plantacoes/, https://g1.globo.com/sc/santa-catarina/noticia/2023/09/05/defesa-civil-confirma-tornado-em-sc.ghtml, https://ndmais.com.br/noticias/tornado-em-santa-cecilia-defesa-civil-confirmou-fenomeno-que-causou-estragos/"
1,20230904,140,15,-268.410,-504.676,0.2,Santa Cecília,SC,TOR,0.0,"Horário estimado por radar. Rastro bem estreito de árvores totalmente decepadas. Matas totalmente decepadas na comunidade de Anta M.orta. Casa destelhada. Observado por satélite ambiental. https://www.defesacivil.sc.gov.br/noticia-destaque/defesa-civil-de-santa-catarina-confirma-tornado-em-santa-cecilia/, https://www.oestemais.com/clima/2023/09/05/defesa-civil-confirma-passagem-de-tornado-em-sc/, https://www.nsctotal.com.br/noticias/fotos-tornado-arranca-telhados-arvores-e-derruba-paredes-de-casas-em-sc, https://canoinhasonline.com.br/2023/09/tornado-atinge-zona-rural-do-municipio-de-santa-cecilia-diz-defesa-civil.html, https://ndmais.com.br/tempo/tornado-destroi-plantacao-de-pinus-e-eucaliptos-em-sc-diz-meteorologista/?fbclid=IwAR3XV4tqkd9L0eXSdNT_MXLFw3xP5CctEvf2NA74Z1F_TneUpo9wsqkIuSs, https://fb.watch/mSdSG0Q7Ut/, https://www.facebook.com/noticiaspapanduva/posts/pfbid02xND6HxANKgnLrwcHbsYfB1LKMKrrSbdoUXSpmpLsMfNp7UbYRukxu1SHkPHqjG8Dl, https://scc10.com.br/cotidiano/tempo/tornado-pode-ter-causado-destruicao-em-cidade-de-santa-catarina-veja-imagens/?fbclid=IwAR2JbhspPHzop9oHE8eJkxSklQJoYUXhVSNzaiqcvQq022hKK79koxh-L0I, https://www.facebook.com/nossasnoticias/posts/pfbid02kvRuc8tBh7vyPG57LFv3W2qeNT3K3SmR5EaUNt9ih6Ab2yHvgUpxN6GD4YecuHdGl, https://jornalfloripa.com.br/emcimadahora/materia/65941, https://ndmais.com.br/tempo/tornado-destroi-plantacao-de-pinus-e-eucaliptos-em-sc-diz-meteorologista/, https://visornoticias.com.br/defesa-civil-confirma-tornado-em-sc-e-calcula-estragos-em-casas-e-plantacoes/, https://g1.globo.com/sc/santa-catarina/noticia/2023/09/05/defesa-civil-confirma-tornado-em-sc.ghtml, https://ndmais.com.br/noticias/tornado-em-santa-cecilia-defesa-civil-confirmou-fenomeno-que-causou-estragos/"
1,20230904,140,15,-268.432,-504.613,0.2,Santa Cecília,SC,TOR,0.0,Horário estimado por radar. Casas destelhadas e rastro com matas decepadas. Observado por satélite ambiental.
1,20230904,140,15,-268.472,-504.561,0.1,Santa Cecília,SC,TOR,0.0,Horário estimado por radar. Rastro bem estreito de árvores totalmente decepadas. Observado por satélite ambiental.
1,20230904,145,15,-268.505,-504.489,0.2,Santa Cecília,SC,TOR,0.0,"Horário estimado por radar. Matas totalmente decepadas na localidade de Campina Beija. Observado por satélite ambiental. https://www.oestemais.com/clima/2023/09/05/defesa-civil-confirma-passagem-de-tornado-em-sc/, https://canoinhasonline.com.br/2023/09/tornado-atinge-zona-rural-do-municipio-de-santa-cecilia-diz-defesa-civil.html, https://www.michelteixeira.com.br/vendaval-deixa-rastro-de-destruicao-em-comunidades-do-interior-de-santa-cecilia/, https://www.nsctotal.com.br/noticias/fotos-tornado-arranca-telhados-arvores-e-derruba-paredes-de-casas-em-sc, https://visornoticias.com.br/defesa-civil-confirma-tornado-em-sc-e-calcula-estragos-em-casas-e-plantacoes/, https://g1.globo.com/sc/santa-catarina/noticia/2023/09/05/defesa-civil-confirma-tornado-em-sc.ghtml, https://clicrdc.com.br/tempo/defesa-civil-confirma-passagem-de-tornado-em-santa-catarina/, https://ndmais.com.br/noticias/tornado-em-santa-cecilia-defesa-civil-confirmou-fenomeno-que-causou-estragos/"
1,20230904,145,15,-268.546,-504.390,0.3,Santa Cecília,SC,TOR,0.0,"Horário estimado por radar. Casas destelhadas. Matas totalmente decepadas na localidade de Campina de Baixo. Observado por satélite ambiental. https://www.oestemais.com/clima/2023/09/05/defesa-civil-confirma-passagem-de-tornado-em-sc/, https://canoinhasonline.com.br/2023/09/tornado-atinge-zona-rural-do-municipio-de-santa-cecilia-diz-defesa-civil.html, https://www.michelteixeira.com.br/vendaval-deixa-rastro-de-destruicao-em-comunidades-do-interior-de-santa-cecilia/, https://www.nsctotal.com.br/noticias/fotos-tornado-arranca-telhados-arvores-e-derruba-paredes-de-casas-em-sc, https://visornoticias.com.br/defesa-civil-confirma-tornado-em-sc-e-calcula-estragos-em-casas-e-plantacoes/"
1,20230904,145,15,-268.568,-504.350,0.1,Santa Cecília,SC,TOR,0.0,"Horário estimado por radar. Galpão de pequeno porte parcialmente destruído. https://g1.globo.com/sc/santa-catarina/noticia/2023/09/05/defesa-civil-confirma-tornado-em-sc.ghtml, https://www.oestemais.com/clima/2023/09/05/defesa-civil-confirma-passagem-de-tornado-em-sc/"
2,20231118,1230,15,-279.739,-498.745,0.1,Urupema,SC,TOR,0.0,"Horário estimado por radar. Possível EF1/EF2. Casa apenas na fundação (balcões, armários, sofás foram arremessados para fora da casa. A parte de madeira da casa foi completamente destruída e suas paredes foram arremessadas inteiras a pelo menos 200m..Araucarias com diâmetro ~1,0m decepadas perto da base. Enquanto os destroços da casas foram arremessadas para leste, as araucarias ao lado da residência foram arremessada na direção oposto. Clara evidência de convergência Confirmação de tornado a parir de análise de danos in locu com sobrevoo por drone (https://www.facebook.com/reel/1374706236754405). Foi possível detectar convergência dos danos. https://www.facebook.com/reel/1001327314494865, https://scc10.com.br/radioclube/poderiamos-ter-morrido-diz-mae-de-gemeos-que-teve-casa-destruida-em-sc/, https://saojoaquimonline.com.br/destaque/2023/11/18/forte-vendaval-destroi-casa-em-urupema-na-manha-deste-sabado/, https://www.instagram.com/reel/CzypizXMpKV/?igshid=ZDE1MWVjZGVmZQ%3D%3D, https://www.instagram.com/p/CzzC47Fuu3W/?utm_source=ig_web_copy_link, https://www.michelteixeira.com.br/defesa-civil-confirma-passagem-de-tornado-por-municipio-da-serra-de-sc-neste-sabado/, https://www.michelteixeira.com.br/defesa-civil-confirma-passagem-de-tornado-por-municipio-da-serra-de-sc-neste-sabado/, https://g1.globo.com/sc/santa-catarina/noticia/2023/11/18/tornado-com-ventos-de-100-kmh-em-urupena.ghtml, https://ndmais.com.br/tempo/tornado-devasta-serra-catarinense-100/, https://g1.globo.com/sc/santa-catarina/noticia/2023/11/19/enxurrada-arrasta-casa-idoso-desaparece-sc.ghtml, https://ndmais.com.br/noticias/urupema-sob-impacto-tornado-causa-estragos-e-deixa-rastro-de-destruicao/"
1,20231128,1730,10,-269.688,-510.298,3,Rio das Antas,SC,TOR,0.0,"Horário estimado por radar e relato. Tornado filmado na localidade Salto Rio das Pedras. Provável F0. Árvores derrubadas e galpão destelhado. Danos tambem em Sao Luiz. https://www.facebook.com/reel/3202308710075063, https://www.facebook.com/reel/1041405030389737/?s=single_unit, https://www.facebook.com/reel/1079970039688226, https://jornalrazao.com/meioambiente/urgente-mais-um-tornado-atinge-santa-catarina?fbclid=IwAR3T-ZJ80qeelgq9u1KlkRmggeIDlcuNZWnCSS-HC1F1VVy4Lq_Y4sCr6_0, https://www.youtube.com/watch?v=UnphWjAwHx4&ab_channel=JornalRaz%C3%A3o, https://www.nsctotal.com.br/noticias/defesa-civil-analisa-possivel-tornado-no-meio-oeste-de-sc, https://portalrbv.com.br/possivel-tornado-causa-estragos-em-municipios-do-meio-oeste/, https://portalrbv.com.br/possivel-tornado-causa-estragos-em-municipios-do-meio-oeste/, https://www.jdv.com.br/videos-tornado-atinge-municipios-meio-oeste-de-sc/, https://www.michelteixeira.com.br/interior-de-rio-das-antas-pode-ter-sido-atingido-por-um-tornado-nesta-terca-video/, https://noticiahoje.net/tornado-atinge-o-interior-de-rio-das-antas/, https://ndmais.com.br/noticias/meio-oeste-defesa-civil-investiga-possivel-tornado-em-rio-das-antas/, https://g1.globo.com/sc/santa-catarina/noticia/2023/11/29/defesa-civil-analisa-registro-de-possivel-sexto-tornado-em-novembro-em-sc-video.ghtml, https://www.facebook.com/photo/?fbid=654653686818814&set=a.561242116159972"
1,20240124,1710,30,-290.511,-494.770,1.0,Araranguá,SC,TOR,0.0,"RRR. Tromba d'água fotografada na Praia da Caçamba e Praia do Maracujá.  https://www.facebook.com/photo.php?fbid=2558990927616851&set=p.2558990927616851&type=3, https://www.facebook.com/photo/?fbid=10227634615345811&set=a.10205659393458998,  https://www.facebook.com/watch/?v=1151225515865061&ref=sharing, https://fb.watch/qkPQdvziAX/"
1,20240126,1430,15,-274.533,-483.752,2.0,Florianópolis,SC,TOR,0.0,"RRR. Duas trombas d'água vistas em alto mar a partir da Praia dos Ingleses (havia multiplos funis também). Os fenômenos foram observados também entrando na faixa de areia da Praia do Santinho e Praia da Barra da Lagoa. https://www.climaaovivo.com.br/videos/tromba-dagua-na-praia-dos-ingleses-em-florianopolis-sc-26-01-24, https://ndmais.com.br/tempo/video-tromba-dagua-assustadora-toca-o-mar-em-florianopolis/, https://www.instagram.com/p/C2kLgE-OelBJpTXULFV7gXIENPIFgAG8SQb5Wk0/?igsh=eDZzZXE3Mml4ajBw, https://www.instagram.com/p/C2kbtUQrjOp/, https://portallitoralsul.com.br/tromba-dagua-toca-o-mar-e-assusta-moradores-e-turistas-em-florianopolis/, https://www.nsctotal.com.br/noticias/video-tornado-na-superficie-da-agua-e-registrado-em-praia-do-norte-de-florianopolis, https://portallitoralsul.com.br/tromba-dagua-toca-o-mar-e-assusta-moradores-e-turistas-em-florianopolis/, https://portallitoralsul.com.br/tromba-dagua-toca-o-mar-e-assusta-moradores-e-turistas-em-florianopolis/, https://www.instagram.com/p/C2kWu0ArhSE/, https://www.instagram.com/p/C2kT6HuuvaO/, https://www.instagram.com/p/C2kii4xpg4WfEozKkzvKY5ibvby-yjAudboHgg0/, https://g1.globo.com/sc/santa-catarina/noticia/2024/01/26/tromba-dagua-praia-de-florianopolis-video.ghtml, https://portallitoralsul.com.br/tromba-dagua-toca-o-mar-e-assusta-moradores-e-turistas-em-florianopolis/, https://www.youtube.com/watch?v=ixmKp8ue9NY&ab_channel=PortalLitoralSul, https://www.tvbv.com.br/registro-de-serie-de-tornados-no-mar-impressiona-florianopolis/, https://www.correiobraziliense.com.br/brasil/2024/01/6793240-video-mostra-tromba-dagua-em-praia-de-florianopolis.html, https://g1.globo.com/sc/santa-catarina/noticia/2024/01/26/tromba-dagua-praia-de-florianopolis-video.ghtml, , https://www.nsctotal.com.br/noticias/video-tornado-na-superficie-da-agua-e-registrado-em-praia-do-norte-de-florianopolis, https://diariodonordeste.verdesmares.com.br/ultima-hora/pais/tromba-dagua-em-mar-de-florianopolis-assusta-moradores-veja-video-1.347167271672, https://scc10.com.br/cotidiano/tempo/video-tromba-dagua-e-registrada-em-praia-de-sc/, https://www.defesacivil.sc.gov.br/noticias/notas-oficiais/nota-meteorologica-sdc-sc-26-01-ocorrencia-de-uma-tromba-dagua-em-florianopolis/, https://scc10.com.br/es/diario/tempo/Video-de-tromba-marina-grabado-en-playa-de-Florian%C3%B3polis/, https://www.instagram.com/p/C2kNIW-ACVn/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==, https://www.instagram.com/p/C2kUxheAxcy/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA=="
1,20240502,1640,30,-268.046,-520.408,0.2,Passos Maia,SC,TOR,0.0,"RRR.Danos Convergentes. Mata decepada na Curva do Poldo, rod.SC-154 na ZR. https://www.defesacivil.sc.gov.br/noticias/notas-oficiais/nota-meteorologica-sdc-sc-02-05-registro-de-tornado-em-passos-maia-na-tarde-desta-quinta-feira-02-05/,  https://ndmais.com.br/tempo/video-vendaval-derruba-arvores-em-municipio-de-sc/?fbclid=IwZXh0bgNhZW0CMTEAAR18ALdNh8gkA5Bk2Gz6vfTPkL3xd-XP6Ew2eSfCBYCgQtGrEUDUCXkdmfA_aem_Afo5A5fsQiNQIivmEGC096KA1Ju2ndxem3rFogFcoDfMmjM6QFgmDKjVd1CVsqlr_-Kjmu391l3YDogglugqMFz7, https://ndmais.com.br/tempo/video-vendaval-derruba-arvores-em-municipio-de-sc/, https://republicanoticias.com.br/2024/05/03/tornado-atingiu-sc-e-arrancou-arvores-pela-raiz-nesta-quinta-feira/, https://canalideal.com.br/noticia/fotos-municipios-do-oeste-registram-prejuizos-por-conta-das-chuvas, https://www.facebook.com/PauloMunarettiNews/posts/pfbid0queTAVLRk8H7NeC5jhQ92Uuje4RQzPLeoQTicXywpkC2UrXdLkngGiy3RHAHn8fnl, https://g1.globo.com/sc/santa-catarina/noticia/2024/05/03/tornado-derruba-arranca-arvores-em-sc-video.ghtml, https://www.facebook.com/watch/?v=2116979645346032&ref=sharing"
1,20240502,1640,30,-268.259,-520.553,0.1,Passos Maia,SC,TOR,0.0,RRR.Danos convergentes em mata nativa. Observação por satélite ambiental.
1,20240502,1640,30,-268.088,-520.430,0.1,Passos Maia,SC,TOR,0.0,RRR.Danos convergentes em mata nativa. Observação por satélite ambiental.
1,20240502,1640,30,-267.993,-520.381,0.1,Passos Maia,SC,TOR,0.0,RRR.Danos convergentes em mata nativa. Observação por satélite ambiental.
1,20240502,1640,30,-268.157,-520.473,0.1,Passos Maia,SC,TOR,0.0,RRR.Danos convergentes em mata nativa. Observação por satélite ambiental.